"years","sentences","sentences_full","polarity"
2018," that generates progress"," that generates progress",2
2018," it is my hope that the good development in greenland will continue and that this vast country will become better integrated and more closely linked to denmark and the world at large"," it is my hope that the good development in greenland will continue, and that this vast country will become better integrated and more closely linked to denmark and the world at large",2.33333333333333
2018," i send my warmest newyear greetings to everybody in greenland"," i send my warmest new year greetings to everybody in greenland",1.5
2018," this summer the crown prince and the crown princess together with their four children visited the faroe islands"," this summer the crown prince and the crown princess together with their four children visited the faroe islands",0
2018," they encountered a modern society with high growth and development but also a people that is aware of who they themselves are"," they encountered a modern society with high growth and development, but also a people that is aware of who they themselves are",2
2018," faroese people are characterised by a directness hospitality and warmth that i remember from the visits prince henrik and i paid to the country"," faroese people are characterised by a directness, hospitality and warmth that i remember from the visits prince henrik and i paid to the country",2
2018," tonight i wish to say a big thank you to everybody who contributed to making the visit to the faroe islands a unique experience for the crown prince the crown princess and their children"," tonight, i wish to say a big thank you to everybody who contributed to making the visit to the faroe islands a unique experience for the crown prince, the crown princess and their children",1.33333333333333
2018," i wish everybody in the faroe islands a happy newyear"," i wish everybody in the faroe islands a happy new year",2
2018," i send special newyear greetings to the danish minority in south schleswig"," i send special new year greetings to the danish minority in south schleswig",1.5
2018," there danish culture and language live in peaceful co existence with the german majority"," there, danish culture and language live in peaceful co existence with the german majority",2
2018," in a world where so many border regions are characterised by conflicts of interest and sharp viewpoints exactly this region serves as a fine example which both danish and german institutions and associations can be proud of"," in a world where so many border regions are characterised by conflicts of interest and sharp viewpoints, exactly this region serves as a fine example which both danish and german institutions and associations can be proud of",0.75
2018," tonight my thoughts also go to the danish soldiers police officers and specialists who are posted abroad"," tonight, my thoughts also go to the danish soldiers, police officers and specialists who are posted abroad",0
2018," there are not so many this year but they matter each and every one of them in the places where they serve in countries like iraq afghanistan kosovo and the baltic states"," there are not so many this year, but they matter, each and every one of them in the places where they serve, in countries like iraq, afghanistan, kosovo, and the baltic states",1.5
2018," they are missed at home"," they are missed at home",-2
2018," we think of them and wish them a happy newyear"," we think of them and wish them a happy new year",2
2018," i also send my newyear greetings to all danes who live outside denmark"," i also send my new year greetings to all danes who live outside denmark",1.5
2018," regardless of whether they are staying abroad for a short while or have settled perhaps for good they contribute to representing denmark"," regardless of whether they are staying abroad for a short while or have settled, perhaps for good, they contribute to representing denmark",3
2018," it is far from all who are off duty tonight"," it is far from all who are off duty tonight",0
2018," here in denmark the emergency management agency the police the defence and the fire brigade are on duty"," here in denmark, the emergency management agency, the police, the defence and the fire brigade are on duty",-2
2018," they see to it that the rest of us can celebrate the newyear safely and securely"," they see to it that the rest of us can celebrate the new year safely and securely",2
2018," on buses and in taxis on trains and planes and on board ships it is not possible to be off duty on such a newyear s eve"," on buses and in taxis, on trains and planes, and on board ships, it is not possible to be off duty on such a new year s eve",0
2018," also many are on duty at hospitals nursing homes and other institutions where they make sure that newyear s eve is safe and festive"," also, many are on duty at hospitals, nursing homes, and other institutions where they make sure that new year s eve is safe and festive",1.5
2018," many volunteers choose to hold the newyear celebrations at hostels and other shelters where they turn up to make the evening festive for those who are most alone and find life hard"," many volunteers choose to hold the new year celebrations at hostels and other shelters where they turn up to make the evening festive for those who are most alone and find life hard",-0.333333333333333
2018," i send newyear greetings to the many who are working for us all tonight"," i send new year greetings to the many who are working for us all tonight",1.5
2018," i cannot look back at the year that has passed without mentioning the death of prince henrik"," i cannot look back at the year that has passed without mentioning the death of prince henrik",-2
2018," we spent 50 years together we had two sons and eight grandchildren have been added to the family we were given all that and much more"," we spent 50 years together, we had two sons, and eight grandchildren have been added to the family we were given all that, and much more",0
2018," the warm sympathy shown us and the understanding of prince henrik s contribution which was so beautifully expressed by everybody in denmark upon his demise have warmed the hearts of us all including his family in france"," the warm sympathy shown us, and the understanding of prince henrik s contribution which was so beautifully expressed by everybody in denmark upon his demise have warmed the hearts of us all, including his family in france",2
2018," once again i wish to express my deep felt gratitude"," once again, i wish to express my deep felt gratitude",1
2018," crown prince frederik celebrated his 50th birthday this year"," crown prince frederik celebrated his 50th birthday this year",3
2018," he decided to celebrate it in quite his own way"," he decided to celebrate it in quite his own way",3
2018," a big thank you to the many thousands both grown ups and children who participated in the royal run either by running the route or like myself by cheering on the runners"," a big thank you to the many thousands, both grown ups and children, who participated in the royal run, either by running the route or like myself by cheering on the runners",1.75
2018," it was a fine day that made him both happy and grateful and which made me so proud"," it was a fine day that made him both happy and grateful, and which made me so proud",2.5
2018," the crown prince the crown princess prince joachim and princess marie and my eight wonderful grandchildren together with me have so much to say thanks for"," the crown prince, the crown princess, prince joachim and princess marie and my eight wonderful grandchildren together with me have so much to say thanks for",3
2018," we all feel the warm support which we encounter everywhere on special occasions as well as in day to day life"," we all feel the warm support which we encounter everywhere, on special occasions, as well as in day to day life",1.5
2018," life brings us both sorrows and joys"," life brings us both sorrows and joys",0
2018," let us welcome the newyear with reflection and consideration"," let us welcome the new year with reflection and consideration",2
2018," let us carry our experience good and not so good into the newyear and let us embrace the year in a spirit of hope and confidence"," let us carry our experience good and not so good into the new year and let us embrace the year in a spirit of hope and confidence",2
2018," i wish you all a happy newyear god bless denmark"," i wish you all a happy new year god bless denmark",1.75
2019,"another year has gone by","another year has gone by",0
2019," 2019 lies behind us now with all that it brought us memories that will endure good as well as sad ones and challenges we had to take on difficult as well as stimulating ones"," 2019 lies behind us now with all that it brought us memories that will endure, good as well as sad ones, and challenges we had to take on, difficult as well as stimulating ones",0.5
2019," this year it is 50 years ago that man landed on the moon and we were able to see our own planet earth as a small globe in outer space quite alone but so beautiful and round and blue the blue planet where we belong"," this year, it is 50 years ago that man landed on the moon, and we were able to see our own planet, earth, as a small globe in outer space quite alone, but so beautiful and round and blue the blue planet where we belong",0.5
2019," for us here in denmark it is perhaps not so surprising that the planet is blue"," for us here in denmark, it is perhaps not so surprising that the planet is blue",0
2019," after all we have the sea in front of us and the blue sky above us"," after all, we have the sea in front of us and the blue sky above us",0
2019," regardless of how grand and varied it may seem our earth is vulnerable"," regardless of how grand and varied it may seem, our earth is vulnerable",0.5
2019," we are in the process of realising that and it gives rise to concern not least among many young people who see the climate change effects that are clearly visible these years"," we are in the process of realising that, and it gives rise to concern, not least among many young people who see the climate change effects that are clearly visible these years",1
2019," we have a shared responsibility for our beautiful globe so teeming with life"," we have a shared responsibility for our beautiful globe, so teeming with life",2
2019," it is an essential challenge to us all today and it is important that we all pay attention to how we live and what actions we take"," it is an essential challenge to us all today, and it is important that we all pay attention to how we live and what actions we take",0
2019," in our age a feeling has emerged which may be difficult to talk about"," in our age, a feeling has emerged which may be difficult to talk about",0
2019," however we must put it into words in order to defeat it"," however, we must put it into words in order to defeat it",0
2019," loneliness it is a feeling that many experience"," loneliness it is a feeling that many experience",1
2019," not only socially vulnerable people"," not only socially vulnerable people",-2
2019," also elderly people who see their spouses or their contemporaries pass away what happened to them all those who used to fill everyday life"," also elderly people who see their spouses or their contemporaries pass away what happened to them, all those who used to fill everyday life",0
2019," but also children and very young people may experience loneliness"," but also children and very young people may experience loneliness",0
2019," who wants to play with me who can i talk to not just on facebook but in real life face to face in private with a friend of the same age or with someone who is older and who one can confide in"," who wants to play with me who can i talk to not just on facebook, but in real life face to face, in private with a friend of the same age or with someone who is older and who one can confide in",0
2019," someone to share one s thoughts with"," someone to share one s thoughts with",1
2019," we need to talk together also about loneliness"," we need to talk together, also about loneliness",0
2019," we need each other"," we need each other",0
2019," we need to have it confirmed that we matter"," we need to have it confirmed that we matter",1
2019," 2020 will be a year with a great many things to remember"," 2020 will be a year with a great many things to remember",3
2019," on 9 april it is 80 years ago that denmark was occupied"," on 9 april, it is 80 years ago that denmark was occupied",0
2019," an event that came to influence all those who experienced it and which has left deep traces in the consciousness of denmark"," an event that came to influence all those who experienced it, and which has left deep traces in the consciousness of denmark",0
2019," five years passed"," five years passed",0
2019," but then the liberation came on 4 and 5 may 1945"," but then the liberation came on 4 and 5 may 1945",0
2019," it filled everybody with euphoric joy which was also felt by those who like me were only five years old"," it filled everybody with euphoric joy, which was also felt by those who like me were only five years old",3
2019," but not all could share in the joy for the island of bornholm was subjected to heavy bombardment that left the towns of rønne and nexø badly damaged and resulted in a tragic loss of civilian lives"," but not all could share in the joy, for the island of bornholm was subjected to heavy bombardment that left the towns of rønne and nexø badly damaged and resulted in a tragic loss of civilian lives",-0.8
2019," it is a long time ago and those who experienced the events of the time have almost all passed away"," it is a long time ago, and those who experienced the events of the time have almost all passed away",0
2019," nevertheless it is five years that continue to be remembered also with pride for the spirit of solidarity and self sacrifice that showed what we in denmark are capable of"," nevertheless, it is five years that continue to be remembered, also with pride, for the spirit of solidarity and self sacrifice that showed what we in denmark are capable of",1.33333333333333
2019," we must continue to stand guard over the values we fought for and which remain the foundation of our society"," we must continue to stand guard over the values we fought for and which remain the foundation of our society",0
2019," it is disgraceful to see how anti semitism raises its ugly head once again also here in our country"," it is disgraceful to see how anti semitism raises its ugly head once again, also here in our country",-2
2019," anti semitism intolerance and repression of people who think differently it has no place in our society"," anti semitism, intolerance and repression of people who think differently it has no place in our society",-1
2019," this is something we must pay close attention to and which we must help each other to counter"," this is something we must pay close attention to, and which we must help each other to counter",0.5
2019," on 10 july we shall celebrate the centenary of the reunification of south jutland with denmark"," on 10 july, we shall celebrate the centenary of the reunification of south jutland with denmark",3
2019," reunification day became a landmark day not just for the people of south jutland but a day that involved all the people of denmark"," reunification day became a landmark day, not just for the people of south jutland but a day that involved all the people of denmark",2
2019," in the thousands from all over the country people flocked south to see king christian x ride across the border on the white horse"," in the thousands, from all over the country, people flocked south to see king christian x ride across the border on the white horse",0
2019," many may feel today that it is a distant event but ask the people of south jutland they know that a page was turned in the history of denmark on that day"," many may feel today that it is a distant event, but ask the people of south jutland they know that a page was turned in the history of denmark on that day",0
2019," it will be fine for us to celebrate that when we reach the anniversary and we will celebrate it"," it will be fine for us to celebrate that when we reach the anniversary, and we will celebrate it",2.25
2019," in late summer i visited schleswig holstein where i received a warm and festive welcome which contributed to confirming the strong neighbourly relations and good friendship between germany and denmark"," in late summer, i visited schleswig holstein where i received a warm and festive welcome, which contributed to confirming the strong neighbourly relations and good friendship between germany and denmark",2
2019," it also became an unforgettable meeting with the danish minority"," it also became an unforgettable meeting with the danish minority",0
2019," you did not come home to denmark 100 years ago"," you did not come home to denmark 100 years ago",0
2019," however denmark is and will continue to be the country of your heart"," however, denmark is and will continue to be the country of your heart",0
2019," i was moved to hear that also from the young generation"," i was moved to hear that, also from the young generation",0
2019," i shall never forget that it is thanks to both the danish minority in germany and the german minority in denmark that the border country has developed so harmoniously and peacefully over the years"," i shall never forget that it is thanks to both the danish minority in germany and the german minority in denmark that the border country has developed so harmoniously and peacefully over the years",1
2019," it has come to serve as a model for the rest of the world"," it has come to serve as a model for the rest of the world",0
2019," i send my warm newyear greetings to everybody in the border country"," i send my warm new year greetings to everybody in the border country",1.25
2019," while the ice around greenland is loosening its grip the world s attention is increasingly turning towards the country in the high north"," while the ice around greenland is loosening its grip, the world s attention is increasingly turning towards the country in the high north",0
2019," that country and its people are very close to me and the heart of my family"," that country and its people are very close to me and the heart of my family",0
2019," we always follow events and developments in greenland and you are in our thoughts both when there are difficulties and when you address the problems with confidence"," we always follow events and developments in greenland, and you are in our thoughts, both when there are difficulties and when you address the problems with confidence",0
2019," i wish everybody in greenland a good and happy newyear"," i wish everybody in greenland a good and happy new year",2.33333333333333
2019," my thoughts also go to the faroe islands on the last evening of the year"," my thoughts also go to the faroe islands on the last evening of the year",0
2019," also from there my family and i have warm and good memories"," also from there, my family and i have warm and good memories",2
2019," with tireless persistence you have managed to overcome many of the difficulties facing a society that is geographically isolated and exposed to the forces of nature"," with tireless persistence you have managed to overcome many of the difficulties facing a society that is geographically isolated and exposed to the forces of nature",-1
2019," i send my heartfelt newyear wishes to everybody in the faroe islands"," i send my heartfelt new year wishes to everybody in the faroe islands",2
2019," under distant skies our danish soldiers who are posted abroad contribute to freedom and stability"," under distant skies, our danish soldiers who are posted abroad contribute to freedom and stability",2
2019," we must remember that on this evening when they are particularly missed at home"," we must remember that on this evening when they are particularly missed at home",-2
2019," i send my warmest greetings and good wishes for the newyear to all who are posted abroad and to their families"," i send my warmest greetings and good wishes for the new year to all who are posted abroad and to their families",1.83333333333333
2019," it is not only in other countries that danes are on duty"," it is not only in other countries that danes are on duty",0
2019," my newyear greetings go to everybody in the defence the emergency management services the police the health care sector and all others who are at work this evening and tonight"," my new year greetings go to everybody in the defence, the emergency management services, the police, the health care sector and all others who are at work this evening and tonight",0.5
2019," men and women who all attend to their duties while others are off work and can celebrate newyear safely and securely"," men and women who all attend to their duties while others are off work and can celebrate new year safely and securely",2
2019," wherever in the world one goes one will encounter danes"," wherever in the world one goes, one will encounter danes",0
2019," in spring i visited argentina"," in spring, i visited argentina",0
2019," also in that country there are many who have danish roots and who hold on to this heritage"," also in that country there are many who have danish roots and who hold on to this heritage",0
2019," to them and to all others with danish roots wherever in the world they are i send my newyear wishes with a thank you for their loyalty to the old country"," to them and to all others with danish roots, wherever in the world they are, i send my new year wishes with a thank you for their loyalty to the old country",2
2019," every day my big family makes me happy and proud"," every day, my big family makes me happy and proud",2
2019," the crown prince and the crown princess have plenty to do and at the same time they manage to create a warm home for their four children"," the crown prince and the crown princess have plenty to do, and at the same time they manage to create a warm home for their four children",1
2019," prince joachim and princess marie together with their two children are in paris where prince joachim is receiving additional training at the french military academy"," prince joachim and princess marie together with their two children are in paris, where prince joachim is receiving additional training at the french military academy",0
2019," at the same time i have enjoyed watching his talks about danish history on tv"," at the same time, i have enjoyed watching his talks about danish history on tv",0
2019," i knew he would be good at it"," i knew he would be good at it",3
2019," in the newyear prince christian s confirmation will take place"," in the new year, prince christian s confirmation will take place",0
2019," he will soon be a young man with life ahead of him"," he will soon be a young man with life ahead of him",0
2019," i shall celebrate my 80th birthday"," i shall celebrate my 80th birthday",3
2019," i have many years behind me"," i have many years behind me",0
2019," i am grateful for all that the years bring me and for all the warmth that i and all my family continue to be met with"," i am grateful for all that the years bring me, and for all the warmth that i and all my family continue to be met with",2.5
2019," it is a source of inspiration as well as an obligation"," it is a source of inspiration as well as an obligation",2
2019," we are standing at the door of the year 2020"," we are standing at the door of the year 2020",0
2019," we do not know yet what it will bring"," we do not know yet what it will bring",0
2019," we open the door a little it is like making a new acquaintance with new opportunities"," we open the door a little, it is like making a new acquaintance with new opportunities",2
2019," we all have plans big and not so big plans and wishes more or less attainable wishes"," we all have plans, big and not so big plans, and wishes, more or less attainable wishes",1
2019," let us enter the newyear together"," let us enter the new year together",0
2019," i wish everybody a happy newyear"," i wish everybody a happy new year",2
2019," may it become a good year for denmark"," may it become a good year for denmark",3
2019," god bless denmark"," god bless denmark",1.5
2020,"tonight we see another turn of the year","tonight, we see another turn of the year",0
2020," we look ahead and we look back"," we look ahead and we look back",0
2020," we look ahead with confidence and expectation and we look back did the year turn out the way we had hoped no the year 2020 brought us what nobody had imagined"," we look ahead with confidence and expectation, and we look back did the year turn out the way we had hoped no the year 2020 brought us what nobody had imagined",0.5
2020," in february the coronavirus hit europe and in early march large sections of danish society had to go into lockdown"," in february, the coronavirus hit europe, and in early march large sections of danish society had to go into lockdown",0
2020," the pandemic has changed all of society it has changed our everyday lives we have had to do a great many things differently avoid contact keep a distance stay at home work in other ways than we are used to"," the pandemic has changed all of society it has changed our everyday lives, we have had to do a great many things differently avoid contact, keep a distance, stay at home, work in other ways than we are used to",1
2020," we faced a disease which nobody knew and which we had no medicines against"," we faced a disease which nobody knew and which we had no medicines against",-1
2020," it was alarming and it proved necessary to carry through wide ranging restrictions on our daily lives"," it was alarming and it proved necessary to carry through wide ranging restrictions on our daily lives",0
2020," crowded streets became deserted"," crowded streets became deserted",0
2020," many not least elderly people had to do without their close contact with family and friends"," many, not least elderly people, had to do without their close contact with family and friends",0
2020," it was with great concern that we watched the numbers of people who were infected and hospitalised and the numbers of deaths which soon showed up"," it was with great concern that we watched the numbers of people who were infected and hospitalised, and the numbers of deaths, which soon showed up",3
2020," it was serious"," it was serious",0
2020," we understood that"," we understood that",0
2020," it took its toll on everybody but forced by the serious circumstances new ideas emerged on how we could live with the crisis and get through it"," it took its toll on everybody, but forced by the serious circumstances, new ideas emerged on how we could live with the crisis and get through it",-3
2020," people met on the net they worked from home they went for a stroll in nature where it was possible and perhaps they experienced spring more keenly than ever before"," people met on the net, they worked from home, they went for a stroll in nature where it was possible, and perhaps they experienced spring more keenly than ever before",0
2020," when summer approached the pressure eased"," when summer approached, the pressure eased",-1
2020," we still could not go abroad but then we stayed at home"," we still could not go abroad, but then we stayed at home",0
2020," we took walks through the green beech forest we went to the beach the fine danish beach we rediscovered or experienced perhaps for the first time how many wonderful and diverse places there are in denmark sometimes just round the corner "," we took walks through the green beech forest, we went to the beach the fine danish beach we rediscovered or experienced, perhaps for the first time, how many wonderful and diverse places there are in denmark sometimes just round the corner ",3
2020," i think that many have had an eye opening experience regarding our lovely nature and the calm it can give us in situations when we are under pressure"," i think that many have had an eye opening experience regarding our lovely nature and the calm it can give us in situations when we are under pressure",1.33333333333333
2020," the climate has benefited during the crisis this is worth paying attention to and it is important that we continue to take good care of nature"," the climate has benefited during the crisis this is worth paying attention to, and it is important that we continue to take good care of nature",1.2
2020," in autumn the coronavirus returned more swiftly than expected and with renewed strength"," in autumn, the coronavirus returned more swiftly than expected and with renewed strength",2
2020," new restrictions were necessary but fortunately not so far reaching as we have seen in other places in europe where curfews have been imposed"," new restrictions were necessary, but fortunately not so far reaching as we have seen in other places in europe where curfews have been imposed",1
2020," nevertheless companies have been forced into bankruptcy and many have lost their jobs"," nevertheless, companies have been forced into bankruptcy and many have lost their jobs",0
2020," through no fault of their own many have seen their life s work fall to the ground"," through no fault of their own, many have seen their life s work fall to the ground",-1
2020," this has affected me very much"," this has affected me very much",0
2020," the period we have been through has given us all food for thought"," the period we have been through has given us all food for thought",0
2020," what is it that really matters to us as a society as human beings what lessons have we learned and what can we take with us when we have lost something or have had to do without something we learn to appreciate what we have"," what is it that really matters to us, as a society, as human beings what lessons have we learned and what can we take with us when we have lost something or have had to do without something, we learn to appreciate what we have",1.5
2020," we have experienced how much our contact with other people means how important the close ties are to all of us and how essential trust is in each other and in the society we are all part of"," we have experienced how much our contact with other people means, how important the close ties are to all of us, and how essential trust is in each other and in the society we are all part of",1.5
2020," the crisis has led to changes both at personal and societal levels"," the crisis has led to changes, both at personal and societal levels",-3
2020," let us assure each other that on the other side of the crisis we will remember what we have been through"," let us assure each other that, on the other side of the crisis, we will remember what we have been through",-3
2020," let us take the good lessons learned with us and let us try to organise our lives in accordance with them"," let us take the good lessons learned with us and let us try to organise our lives in accordance with them",3
2020," we hope that things will soon move in the right direction but we have not reached that point yet and ahead of us lie a few more winter months"," we hope that things will soon move in the right direction, but we have not reached that point yet, and ahead of us lie a few more winter months",1.5
2020," we must continue to live with restrictions and it has not been much fun especially during christmas time"," we must continue to live with restrictions, and it has not been much fun, especially during christmas time",4
2020," however let us not lose heart let us continue to practice caution and consideration when socialising with others"," however, let us not lose heart, let us continue to practice caution and consideration when socialising with others",0
2020," it is a source of joy and encouragement that the vaccine is now a reality and that vaccination has started"," it is a source of joy and encouragement that the vaccine is now a reality and that vaccination has started",2.5
2020," tonight i bring a special thank you to the many who right from the beginning stood on the front line in the fight against corona"," tonight, i bring a special thank you to the many who right from the beginning stood on the front line in the fight against corona",0.5
2020," they are the many healthcare professionals at hospitals who from day one did everything to combat the disease even before we had the full overview and knowledge of the danger facing us"," they are the many healthcare professionals at hospitals who from day one did everything to combat the disease, even before we had the full overview and knowledge of the danger facing us",-1.5
2020," they did not count the hours or the days"," they did not count the hours or the days",0
2020," they relieved the suffering caused by covid 19 they researched exhaustively to understand the unknown disease"," they relieved the suffering caused by covid 19, they researched exhaustively to understand the unknown disease",-0.25
2020," i also send a deeply felt thank you to the many who from the outset have worked hard in the effort to test us and curb the spread of the virus"," i also send a deeply felt thank you to the many who from the outset have worked hard in the effort to test us and curb the spread of the virus",0.5
2020," i also wish to express my thanks to the staff at our many nursing homes and drop in centres who care for and brighten the lives of nursing home residents and drop in centre users who cannot keep up close contact with their next of kin"," i also wish to express my thanks to the staff at our many nursing homes and drop in centres, who care for and brighten the lives of nursing home residents and drop in centre users who cannot keep up close contact with their next of kin",0.6
2020," also many children and young people have experienced a loneliness during the corona crisis they had hardly imagined"," also, many children and young people have experienced a loneliness during the corona crisis they had hardly imagined",-3
2020," not to be able to meet at school or in their spare time has proved a restriction which i believe did not become lighter as time went by especially when summer came and the infection rate slowed"," not to be able to meet at school or in their spare time has proved a restriction which i believe did not become lighter as time went by, especially when summer came, and the infection rate slowed",-2
2020," no doubt it has been frustrating not to be able to gather in large groups and to see one music festival after another being cancelled"," no doubt it has been frustrating not to be able to gather in large groups and to see one music festival after another being cancelled",-1
2020," i understand that very well but we must see this through"," i understand that very well, but we must see this through",0
2020," much has been cancelled during the corona crisis"," much has been cancelled during the corona crisis",-2
2020," it has not been possible to hold weddings confirmations and special birthdays as planned"," it has not been possible to hold weddings, confirmations and special birthdays as planned",0
2020," nor could my own eightieth birthday be celebrated the way we had planned it"," nor could my own eightieth birthday be celebrated the way we had planned it",3
2020," but i have never been celebrated so overwhelmingly and so warmly as this year"," but i have never been celebrated so overwhelmingly and so warmly as this year",3
2020," that birthday will remain the most memorable in my recollection"," that birthday will remain the most memorable in my recollection",0
2020," i wish to thank you for that with all my heart"," i wish to thank you for that with all my heart",1.5
2020," this year we were to have celebrated the centenary of the reunification of south jutland with denmark"," this year, we were to have celebrated the centenary of the reunification of south jutland with denmark",3
2020," like others i had looked forward to the days of commemoration in july but the corona epidemic made it impossible"," like others, i had looked forward to the days of commemoration in july, but the corona epidemic made it impossible",2
2020," we will now look forward to the coming summer in the hope that we can meet then"," we will now look forward to the coming summer in the hope that we can meet then",2
2020," tonight my thoughts go to the danes in south schleswig"," tonight, my thoughts go to the danes in south schleswig",0
2020," also for people in south schleswig this has been a difficult year with a partially closed border"," also for people in south schleswig, this has been a difficult year with a partially closed border",-1
2020," i hope that the newyear will bring us back to the close contact we are used to and which is of so great importance on both sides of the border"," i hope that the new year will bring us back to the close contact we are used to, and which is of so great importance on both sides of the border",2.33333333333333
2020," i send my warmest newyear greetings to everybody"," i send my warmest new year greetings to everybody",1.5
2020," the corona epidemic has also impacted on life in greenland in the faroe islands"," the corona epidemic has also impacted on life in greenland in the faroe islands",0
2020," thanks to a great effort and good understanding both societies have been able to limit the outbreak of the disease"," thanks to a great effort and good understanding, both societies have been able to limit the outbreak of the disease",2.66666666666667
2020," nevertheless the epidemic has been an expensive acquaintance"," nevertheless, the epidemic has been an expensive acquaintance",0
2020," the tourist industry which in recent years has come to mean more and more for both societies has almost ground to a halt leading to huge economic losses"," the tourist industry, which in recent years has come to mean more and more for both societies, has almost ground to a halt leading to huge economic losses",1
2020," next summer it is my hope to be able to visit both the faroe islands and greenland once again"," next summer, it is my hope to be able to visit both the faroe islands and greenland once again",2
2020," i look forward to my revisit to the faroe islands the wonderful islands and the proud people in the north atlantic"," i look forward to my revisit to the faroe islands the wonderful islands and the proud people in the north atlantic",3
2020," i look forward to witnessing the rapid development which faroese society has experienced since my latest visit in 2016"," i look forward to witnessing the rapid development which faroese society has experienced since my latest visit in 2016",0
2020," the year 2021 is the centenary of the first ever visit by a king to greenland when christian x and queen alexandrine together with their two grown sons my father crown prince frederik and prince knud sailed to nuuk then godthåb"," the year 2021 is the centenary of the first ever visit by a king to greenland when christian x and queen alexandrine together with their two grown sons, my father crown prince frederik and prince knud, sailed to nuuk, then godthåb",0
2020," at the same time it is the tercentenary of hans egede s arrival in greenland a landmark year for both greenland and denmark"," at the same time, it is the tercentenary of hans egede s arrival in greenland, a landmark year for both greenland and denmark",2
2020," i look forward to revisiting greenland and to once again meeting greenlanders both in nuuk and in many other places"," i look forward to revisiting greenland and to once again meeting greenlanders both in nuuk and in many other places",0
2020," i hope that 2021 will be a good year"," i hope that 2021 will be a good year",2.5
2020," i wish everybody in the faroe islands and greenland a happy newyear"," i wish everybody in the faroe islands and greenland a happy new year",2
2020," also this year many danes have been posted to various places throughout the world where there is unrest and conflict"," also this year, many danes have been posted to various places throughout the world where there is unrest and conflict",-2
2020," the efforts they make are noticed internationally"," the efforts they make are noticed internationally",0
2020," they have also been affected by the corona crisis"," they have also been affected by the corona crisis",-3
2020," i send my thanks and my best newyear wishes to them and their relatives at home"," i send my thanks and my best new year wishes to them and their relatives at home",2
2020," tonight my thoughts also go to everybody in the defence and the emergency management services"," tonight, my thoughts also go to everybody in the defence and the emergency management services",-2
2020," they have experienced much restructuring and have had to take on new tasks but they have performed them responsibly and cheerfully"," they have experienced much restructuring and have had to take on new tasks, but they have performed them responsibly and cheerfully",0
2020," i wish to thank them for that and i wish everybody a happy newyear"," i wish to thank them for that, and i wish everybody a happy new year",1.75
2020," i send my newyear wishes to the police with a thank you for their effort in the past year"," i send my new year wishes to the police with a thank you for their effort in the past year",1.5
2020," they have faced many challenges in addition to the usual ones"," they have faced many challenges in addition to the usual ones",0
2020," it has not been easy but we have much to thank them for they contribute to ensuring that life in denmark can be safe and secure"," it has not been easy, but we have much to thank them for they contribute to ensuring that life in denmark can be safe and secure",1.4
2020," tonight my thoughts go the danes abroad and to the many with danish roots who feel a deep connection with denmark"," tonight, my thoughts go the danes abroad and to the many with danish roots who feel a deep connection with denmark",0
2020," this year they must have felt more cut off from the old country than usual but i want them to know that they are in our minds"," this year they must have felt more cut off from the old country than usual, but i want them to know that they are in our minds",0
2020," i send my warmest newyear wishes wherever in the world they are"," i send my warmest new year wishes wherever in the world they are",1
2020," i have just celebrated christmas with prince joachim and princess marie and the children"," i have just celebrated christmas with prince joachim and princess marie and the children",3
2020," it has been a joy being together again and seeing how well prince joachim has recovered from his disease last summer"," it has been a joy being together again and seeing how well prince joachim has recovered from his disease last summer",3
2020," the many warm greetings and wishes that he has received have moved him and us all deeply"," the many warm greetings and wishes that he has received have moved him and us all deeply",1.16666666666667
2020," i have also seen crown prince frederik and crown princess mary together with their children during the days of christmas"," i have also seen crown prince frederik and crown princess mary together with their children during the days of christmas",0
2020," they have had a busy year and their many tasks have had to be performed in untraditional ways"," they have had a busy year, and their many tasks have had to be performed in untraditional ways",0
2020," it is a constant joy to see who well they do"," it is a constant joy to see who well they do",3
2020," tonight we bid farewell to a strange year"," tonight, we bid farewell to a strange year",-1
2020," we will not forget 2020"," we will not forget 2020",-1
2020," this year has been a trial by fire but we have shown that when it comes to the crunch we can stand together and we manage to find moments of light in spite of deprivation and uncertainty"," this year has been a trial by fire, but we have shown that when it comes to the crunch we can stand together, and we manage to find moments of light, in spite of deprivation and uncertainty",-2
2020," we are now entering 2021"," we are now entering 2021",0
2020," i hope the newyear will be a year that brings us many joys and where we continue to remember to be there for each other"," i hope the new year will be a year that brings us many joys and where we continue to remember to be there for each other",2
2020," together with all my family i wish everybody a heartfelt happy newyear"," together with all my family, i wish everybody a heartfelt happy new year",2.33333333333333
